episode,episodic_reward,avg_reward,episodic_delay,avg_delay
32,2161.3832505552505,1879.252474593533,2877.3879598554045,7771.4087085965675
33,2062.016837459988,1884.7907886197893,3473.9649026171205,7641.183138718403
34,3124.138947145498,1921.242205047016,2050.1086553642695,7476.739771560929
35,4210.356261781962,1986.6454638108714,1453.032085525431,7304.6338376742
36,2157.6490675952805,1991.395563915994,2507.808496806906,7171.3886893167755
37,2188.860442332445,1996.732452521844,2531.9318526047705,7045.997964000234
38,2719.1807714902493,2015.7442503894338,2229.896806420822,6919.258459853409
39,3634.115802985549,2057.240956866257,1826.7700046012842,6788.681832795662
40,2734.517753942629,2074.1728767931663,2405.389243688489,6679.099518067982
41,2960.4349822136355,2106.32386931888,2204.3803090026568,6661.582456990795
42,3885.274506934673,2170.8675176933048,1517.6839074995598,6577.969669589627
43,3807.2687998655565,2253.4959736054343,1645.9630578471968,5676.715240431766
44,4131.544204228855,2335.779292629417,1476.7129542918967,5111.71198292786
45,4149.22202969495,2393.1806874435183,1526.493987116831,5035.829348876132
46,2529.043954182763,2421.8907483754747,3463.3327629890364,4654.178629607134
47,3181.1309757147205,2446.6798894994727,2203.3012866300905,4629.796151159715
48,3378.0592838352486,2497.482417902319,2053.3327788464694,4288.713469512996
49,2351.5500126198117,2555.370420614728,6504.0041246178525,4101.027835487015
50,1907.2125137440153,2563.5615068644015,5083.351305847489,4097.586172632542
51,3319.802524157681,2612.638144178632,2286.916164072083,3976.4108246858596
52,2648.4575211075753,2657.4685063827383,2612.956916563549,3640.4053871557444
53,3721.784274286958,2725.293896420303,1810.8031178266606,3016.0491647481426
54,3921.5149605964484,2786.493497654507,1556.191049007738,2978.834099947948
55,3887.2312403839487,2847.066071893114,1570.7351578313867,2942.2333527375476
56,4194.609525012236,2906.7158596891354,1702.5527086641082,2815.531798102255
57,2678.644055445446,2944.519143102525,3988.4526797796602,2817.2149477109074
58,3315.1104616763128,3000.3672709167927,2066.4835084781666,2682.1025460320348
59,4774.36036175245,3090.725897467057,1281.402060121033,2630.566387999729
60,4242.472624374307,3151.8794896441163,1475.395762979835,2596.562817008805
61,4221.7499951518375,3195.390105672634,1514.316460037377,2562.932570791881
62,4624.269812637489,3244.883998844268,1350.5163550678667,2537.9112805344703
63,4570.151596052102,3267.697235991477,1476.5701543461319,2530.6673107110396
64,4560.480075975131,3282.3975868069488,1442.2519636550844,2527.0646995189345
65,4212.296571351327,3279.5426523834917,1595.1044100342422,2530.1984982129457
66,4527.504139649887,3327.0881251600686,1381.9990794224477,2497.3301074810106
67,4476.716875741532,3377.9697357866316,1433.893247370088,2456.2761120309488
68,4277.43633995973,3431.5414207553576,1468.1208242488772,2388.9167506042872
69,4563.322221169145,3504.1992270571654,1382.3892672629356,2197.433087750212
70,4341.785075264234,3522.797703767853,1490.1805143435345,2188.380025830913
71,4559.303090101844,3572.7990935042676,1427.1963346693638,2133.7318554488934
72,4758.438040706856,3637.7254632580575,1384.3375717119625,2096.4055957453074
73,5081.49070401813,3713.2123099220116,1155.0581909261828,2038.4329279530343
74,4899.564140821395,3757.5979397639085,1251.057459170494,2018.4566480481894
75,5222.18575192467,3782.893677017477,1127.4234878683742,2010.3164331067633
76,4724.102659430868,3847.055016813366,1364.5781531621442,1981.7356745156442
77,4709.440851976237,3910.06952705446,1356.5251097694647,1952.350505944762
78,4693.603348722855,3959.4300914852765,1246.5345672399424,1927.7664499652396
79,4378.878838964085,3978.049167384739,1390.1895779820443,1916.8519392997587
80,4376.465127122058,4019.0978517142257,1560.935912946668,1895.7406060312132
81,4585.9072641108305,4059.7346587616544,1319.1891430864816,1873.6108268833086
82,4533.859611245434,4075.9492863694236,1476.6331809369449,1872.5845587192434
83,4882.453618175418,4102.82890682717,1293.8528349632577,1863.7818031471447
84,4582.378419764939,4114.099762215573,1326.524549192044,1860.0270930196486
85,4366.743609049024,4119.537801699425,1372.5393863234478,1856.178227999814
86,4839.327979428015,4177.2949023305555,1261.538042814259,1801.1333599954444
87,4762.013052244266,4216.8169542437945,1319.6551367453164,1779.0422062483253
88,4752.8150960062085,4251.185849548068,1331.442478056786,1760.994948728583
89,4930.423174835077,4315.65767860345,1178.9063512089483,1627.8675043933606
90,4693.1954974372,4385.30725319578,1310.043134031513,1533.5348000979611
91,4814.126785728458,4422.66535973505,1314.8300553147144,1509.2326473790267
92,4702.466735058505,4474.015590083823,1303.0565210178245,1476.4851374903837
93,4808.359887140638,4501.179980405164,1265.197664048828,1462.845001145938
94,4283.141419784271,4510.22064188486,1443.8733816125402,1460.037059461058
95,4152.369653572006,4516.849102214561,1856.4208214171072,1467.179201050701
96,2456.6185957641883,4473.399328983361,3906.2589145928264,1522.271856198919
97,2773.046293152286,4475.759384926031,4920.437826577585,1545.5714848688672
98,2732.619866926978,4461.197120057298,4272.163476742853,1600.7134840754843
99,3107.5449908991022,4419.526735785965,3988.4559725888757,1668.3898318871804
100,4772.280108562926,4432.77192289068,1277.801321161996,1663.4499708417345
101,4874.515308766857,4449.091055731054,1233.5846259188374,1656.4316749887707
102,4856.900002135459,4454.906810468505,1282.1047793584232,1654.721385596035
103,4847.5302343199255,4461.841276425201,1171.749029391117,1647.1008574721593
104,4773.102549151879,4467.156838254619,1235.728426238193,1641.937769036737
105,4819.188621361906,4482.329139504883,1274.7341432644896,1633.9285123674933
106,5026.149813895393,4494.795281361021,1222.9689125439156,1629.9527581955304
107,4871.009769517766,4504.652603705426,1263.6619354232214,1625.6969753968583
108,4982.792878025171,4522.286517157062,1220.4425910053787,1619.505019565771
109,4640.2581867759745,4524.209916297234,1332.1920884053816,1618.2500900943319
110,4913.703964457588,4538.507888527068,1292.0010613633744,1613.2956037698282
111,5166.664841211023,4553.691932304797,1163.517777297772,1606.703639835538
112,4857.283757238079,4556.163075218077,1244.879749339495,1603.2171942762266
113,4776.175491878299,4548.530194914581,1314.0869773623924,1607.1929139371318
114,4946.931869428766,4549.714388129765,1216.2960448744066,1606.3238785797298
115,5025.667342235479,4544.801427887536,1205.316332132067,1608.271199686322
116,4628.779769697778,4542.4183556442085,1308.2104937455267,1606.8620082009065
117,4879.457345223515,4546.66876797539,1266.482857584472,1604.6109518962817
118,4999.6708383927635,4554.320455217138,1255.1902324347188,1604.8273435261513
119,5068.970033429835,4571.572735078782,1119.0485022413682,1598.0488166326343
120,4614.158645505082,4577.5150730383575,1371.4985539002987,1593.312882656475
121,4834.854371437047,4583.738750721513,1283.4032621301167,1592.418235632566
122,4754.200179984939,4589.247264940001,1270.9668749008104,1587.2765779816625
123,5068.429950844608,4593.8966732567305,1196.90313547283,1584.852835494402
124,4988.47731048542,4604.049145524742,1198.4783142696035,1581.651679621341
125,4818.48402359564,4615.3426558884075,1296.592016550797,1579.7529953770245
126,4779.621003049503,4613.849981478945,1220.3296161300632,1578.7227847099198
127,4815.7806726450535,4615.194171988965,1285.7008658660031,1577.873927937937
128,4813.236513934772,4616.7047074371785,1291.3899673864018,1576.8726151711774
129,5180.522446743859,4622.957189234899,1137.5513664956773,1575.8387405533454
130,4967.771340051299,4629.82158530025,1138.639237801215,1571.553643147588
131,5027.904363781501,4635.166024751577,1181.0212617626498,1568.2084233087862
132,4778.246804284868,4637.060526482235,1268.6986821773858,1567.3494773377754
133,4631.673012144447,4632.643354607331,1350.3535345297914,1569.4783740997996
134,4907.640413881335,4648.2558294597575,1187.8698191546173,1563.0782850383516
135,5009.6020805987655,4669.686640135426,1152.2914779866765,1545.4750514525906
136,4651.993358738425,4724.5710092097825,1393.638085365856,1482.6595307219163
137,5165.824986615576,4784.390476546365,1142.6874246276052,1388.2157706731668
138,4653.8995406593,4832.422468389673,1270.202266024922,1313.1667404052187
139,4942.35522435807,4878.292724226148,1270.2056855001251,1245.2104832279997
140,4343.727666618131,4867.578913177527,1410.7167906207605,1248.5333699644689
141,5151.261358622952,4874.497564423929,1159.3670582457903,1246.6779307726429
142,4887.453208364725,4875.261394579661,1263.8556992840972,1246.2217037707846
143,5241.037328278379,4885.099071928623,1224.609235095168,1247.543208913386
144,5112.5510671526845,4893.585284878643,1148.923221233505,1245.3730787882687
145,4833.896740409944,4893.952987854844,1244.2095398654133,1244.609963703292
146,4929.269097002037,4891.53096993251,1237.3851127549628,1244.970368708568
147,4862.222649068716,4891.311291921284,1240.0937755515174,1244.3811647117752
148,5106.389305942757,4894.401202619223,1193.5608250270054,1243.709120562316
149,5203.841691460685,4908.490790236341,1143.5310336911443,1238.9925941944603
150,4880.15440177735,4907.652051169335,1160.8107998830244,1235.7128376574515
151,4534.152200994399,4891.8392351639195,1292.3685363153477,1238.9341066328907
152,4626.663477445814,4886.073728169113,1324.7078163294796,1240.9298083076405
153,4885.757287363066,4888.813273056232,1216.4037640890867,1238.487727975808
154,4573.879268008706,4879.4869580207305,1350.0439062694095,1241.8314245106826
155,4888.953784042382,4876.069119065904,1262.7247023913658,1243.2666337671653
156,4894.519206071476,4882.712604975246,1233.428486486015,1241.3970835856776
157,4836.549514353676,4881.6399092035,1319.9779081487795,1242.7344598497853
158,4973.297402307647,4880.980573301373,1267.767924888486,1243.0489021611295
159,4972.972984730174,4878.58064708388,1279.408184975801,1247.05789422949
160,5101.1523403317315,4890.7554894545465,1231.942074666528,1243.568982248646
161,4954.030033878665,4893.734881015587,1311.4423656618112,1244.2699598369381
162,5192.390458687623,4904.689637983154,1184.777025636891,1242.1152136053402
163,5141.73344356692,4906.5222253012125,1192.8249400763593,1242.0132587204284
164,5018.048449437269,4907.261503775009,1300.2197158013353,1244.5567937587216
165,4986.143776988272,4911.452997609824,1306.1148820505412,1244.7948653962153
166,5145.069508707647,4920.589210251278,1117.0687698660408,1242.2133442396148
167,4844.131929607678,4921.297991675343,1297.7814979993398,1242.515360042948
168,4452.242388733815,4912.27313854532,1338.7647202356172,1243.6997288641785
169,4835.194339602768,4903.639935866792,1265.14207577568,1246.8894965961786
170,4968.936353567129,4903.669061204688,1201.7678029397352,1248.4677107246416
171,5172.1414947626345,4907.274989479216,1230.3727669866214,1249.701498355241
172,4795.41676691613,4907.704238544998,1357.368900347304,1251.9182538094888
173,4634.8918701952225,4907.784709996267,1368.0183765050695,1252.3598748588709
174,5455.206318071792,4921.473857601029,1085.0980293252048,1249.7905801131355
175,5045.7796520050015,4922.378296886183,1228.1624328341024,1251.6873539843211
176,4764.6064477091595,4925.193624110453,1276.8905440076792,1248.7686654503668
177,5182.2684889952525,4925.604711669945,1161.0774218310494,1249.2284153804528
178,4938.770428134547,4932.726483856825,1223.1623023757118,1248.0524162892227
179,4924.423380186791,4932.278187752544,1272.8749052141195,1248.1191467820724
180,5017.094028732328,4949.112346805399,1210.9331818458347,1243.1245565626994
181,2638.022401302958,4886.281372872399,6372.911833736691,1373.463175949972
182,-1291.5308256418732,4731.806772022234,32222.211594467888,2147.422073329567
183,4946.21956571637,4724.436327958183,1269.2218414749366,2148.5373884890605
184,4612.196193095621,4711.927456106757,1313.2683960967147,2152.6460178606408
185,5069.010277596264,4717.805294536415,1227.3195233803774,2152.223767448515
186,4952.2924008613345,4718.380877132897,1210.208147516552,2151.5443433175546
187,4911.8832455283655,4719.622392044389,1135.7112552222288,2148.934780309323
188,4782.423827569146,4711.523255085049,1255.002600070542,2150.470824685411
189,4977.54047513654,4705.865724676945,1181.171135225635,2151.4118272237733
190,4513.766535046444,4696.706028008672,1513.8992226459684,2160.239037792847
191,4786.7942155042865,4703.022078371419,1252.5248616636668,2159.242945926555
192,4768.966010023439,4706.579641685859,1239.3160815097142,2157.1081525560608
193,4907.962476097658,4707.134771404225,1268.4789620027689,2158.4100325039026
194,5089.702742488801,4720.030358266226,1180.759189812321,2154.1779145924756
195,5115.661151849974,4725.698042461418,1140.575495518407,2151.1241844206515
196,4685.459314318534,4720.471545167593,1268.558082673151,2152.00242432533
197,5139.654483149354,4728.049169387486,1222.6613201780137,2149.5695096260606
198,5047.111972849704,4729.894533651037,1185.7272287092972,2147.5184922215813
199,4906.625436484924,4728.235844944906,1239.531778742409,2146.5215820657468
200,5047.258577429169,4726.888500872342,1191.4617211624948,2145.5095732281457
201,4918.241047497499,4725.993776212812,1190.52790811376,2142.486711789444
202,4823.373835361083,4716.768360629649,1301.6812980259594,2145.409318599171
203,5101.290018950864,4715.757275014247,1171.6081596084282,2144.8788990874727
204,4997.496336217222,4715.243472183746,1259.9860319674751,2143.873056991626
205,5040.260626603344,4716.596393424123,1200.2259225646815,2141.2258330044797
206,5374.510653989685,4722.332422056174,1060.2767516807457,2139.8060325498473
207,5260.211544399562,4732.734412425971,1247.9492668233258,2138.560226770447
208,4974.290811921171,4745.785623005655,1279.2862409347172,2137.0732647879245
209,4759.473029311097,4743.8925902483625,1356.864674145386,2139.3663297471676
210,5111.16943158955,4747.448417198923,1245.7766440535186,2140.4665507750115
211,5175.638839859926,4747.535850826355,1158.148459871621,2138.6609430971366
212,5144.546443110178,4756.264092731208,1225.637787533063,2135.3676652767804
213,4921.91449464213,4763.43965834238,1272.4533230678153,2132.9785389408494
214,5249.680984353656,4758.301524999426,1143.0570060607959,2134.427513359239
215,4835.868014804816,4753.053734069422,1258.295324253004,2135.180835644712
216,5404.038069339979,4769.0395246101925,1095.1046585578738,2130.6361885084666
217,5121.337979123936,4767.516261863409,1174.5410188028045,2130.97277843276
218,4980.021796332585,4768.547546068361,1277.4535003797787,2132.3300583828623
219,4609.242714194293,4760.668029418548,1386.8584953483582,2135.179648136218
220,4866.138837592338,4756.894149640048,1288.8782059626044,2137.1282737391375
221,5015.68699468813,4816.3357644746775,1236.4644588872839,2008.7170893679024
222,4742.0088549617885,4967.1742564897695,1436.8118291713763,1239.0820952354893
223,5056.872723566004,4969.94058543601,1203.2270032579443,1237.4322242800647
224,5090.024012275631,4981.88628091551,1188.2475045499668,1234.306701991396
225,5225.296052283713,4985.793425282696,1121.2435916802647,1231.654803698893
226,4863.259532016328,4983.567603561571,1236.3162964284875,1232.3075074216915
227,5116.73957610991,4988.68901182611,1204.1837839018258,1234.0193206386814
228,5115.501717902306,4997.015959084439,1209.906562862475,1232.8919197084797
229,4835.56736513421,4993.4666313343805,1259.210194020453,1234.8428961783502
230,5020.042847984183,5006.123539157825,1226.1156332256278,1227.6483064428417
231,4551.440106166139,5000.239686424371,1311.3846124007014,1229.1198002112674
232,4900.465578460922,5003.527175635308,1247.0026498395102,1229.3119644195124
233,4554.688757436946,4994.69533266879,1525.2941349563112,1235.732343743351
234,4686.050158672159,4984.6040180733735,1268.4626845931296,1237.9249311128713
235,4811.450929667305,4976.998762518807,1254.836000376429,1240.7814437343218
236,5063.126656203998,4986.440446065944,1180.3377130244864,1238.5759344931053
237,5187.148674279699,4987.627800844202,1161.2329792920889,1237.0402259709572
238,5008.870656557241,4986.67176793689,1228.6391427460842,1238.1130238218768
239,5125.578227596269,4992.145587714675,1178.4233915907944,1236.5853141430864
240,4862.359778191334,4987.523117733728,1242.3963546511882,1237.8586799803038
241,4942.256641315806,4988.1235075791865,1294.6955468765038,1240.4628709493722
242,5081.190655857538,4994.568928091598,1256.5992636616963,1239.3358200902658
243,4714.57799738219,4984.901127552381,1261.0814966469263,1241.572653516228
244,4630.512733758438,4975.726537490911,1373.5694417651998,1244.412238761171
245,5056.7146549479385,4976.137888199526,1193.8780097628228,1244.2535409411248
246,5024.689902776836,4967.3923694192035,1175.1347273423337,1247.1249903326643
247,4983.662040412244,4960.478631819521,1236.5871747553056,1246.840938030964
248,4874.129742646348,4957.974605087651,1199.0472769528603,1244.8349639314176
249,5137.14577144603,4967.416423641024,1158.962853849611,1239.887418424023
250,4885.019363562324,4961.762671940343,1282.890786137581,1240.8152719761247
251,4887.889649631901,4954.568942184643,1243.2553964722758,1242.942945391141
252,4553.720140315821,4939.798284614784,1457.0000495002953,1248.7270019403218
253,4907.8766964936185,4939.447339661072,1317.051168523905,1249.841948076724
254,4858.098077127502,4929.657766980417,1251.487581732468,1252.552712468516
255,4982.330427782727,4933.3193273048655,1343.9395363324227,1254.6938177705013
256,5041.447900637915,4924.2545730873135,1215.2292465143717,1257.696932469414
257,5020.25695844531,4921.727547570348,1245.1790665286744,1259.4628836625604
258,4963.480202917802,4921.314007734979,1237.7889903833418,1258.4712709126495
259,5080.256292650743,4933.089347196389,1211.0618331150297,1254.0763543568164
260,4794.199090936043,4931.290853529982,1251.7057621936813,1253.1470432625933
261,5124.5865248421305,4934.013341783832,1187.974195379827,1251.934786674907
262,4988.936931192531,4940.186543689601,1233.8224962042013,1246.8600533507274
263,4624.535602930945,4929.378115673724,1466.5130302905995,1253.442204026544
264,5017.148235871261,4927.556221263615,1189.0518459044229,1253.4623125604053
265,4914.398601124649,4919.783784984638,1233.5239211796215,1256.2693207978893
266,4921.04378216096,4921.228391238254,1289.0832710474795,1257.588495163364
267,5085.557142973744,4920.44883040985,1241.1896326472402,1258.5136413819994
268,4876.746116318896,4914.479940370265,1211.7529469983933,1258.5598009853973
269,5160.172476881578,4922.595068163949,1149.382239566434,1255.8141021240467
270,4917.858483061502,4920.040459040882,1221.19930657435,1255.691193957765
271,4737.693674188098,4924.696798241431,1236.5848352725575,1253.8211995295612
272,5055.923030188734,4928.583234534626,1217.867433686007,1253.0928191257237
273,4622.569339795566,4930.280249093592,1368.3287415200052,1249.168684289816
274,4960.5928689814045,4937.143816851322,1158.9304194754677,1246.4303776618747
275,4923.659710076584,4939.949036361555,1216.184266362991,1245.4640843115385
276,4714.790274232353,4931.240626812263,1285.3497184174275,1248.0893844463621
277,5057.840262196869,4928.007916510192,1177.4476201741895,1248.4947504684146
278,4714.545503370733,4920.649787680531,1228.3862998206016,1248.4884293952778
279,5005.878726959609,4917.657300164613,1225.0243262594734,1249.6534527619945
280,5121.412884246196,4924.133627815985,1167.640834171744,1247.7845647500085
281,4907.8787001375695,4923.274179286529,1181.7300693167988,1244.960427811016
282,5196.551027314568,4926.158188572956,1206.9616928835821,1243.7194885415631
283,4987.134906473757,4932.972111300244,1258.016803985311,1243.6428712250224
284,5036.2235691059905,4943.114882183933,1243.7860129135872,1240.3982855037325
285,4926.174053157187,4939.851367139165,1313.4788130290742,1243.3883055853887
286,4611.280148385777,4929.516123279388,1269.5912548042895,1245.7497187719375
287,4730.885514928437,4923.196710142292,1372.5674456092931,1249.1492255432872
288,4690.35664002409,4918.602382576736,1381.3107101320006,1253.7058113727658
289,5241.475379601334,4921.210622780619,1107.0526455425788,1252.4080561650899
290,5179.7000404547925,4928.577639702931,1196.763813744406,1250.2548818552605
291,4943.649496898885,4929.971635884605,1228.147840135836,1249.8771929468496
292,5394.297089665396,4950.986059618344,1037.9768659188185,1239.4016133573125
293,5158.038955935325,4957.240116104387,1210.2322355437886,1236.7311400328097
294,4860.16012797375,4957.2916673755435,1200.6736964090712,1235.4607928997248
295,4419.991749344476,4943.233200414587,1555.5131150217821,1240.750132366959
296,4941.167833299951,4940.7261987311385,1160.5700549629196,1239.3836525781724
297,4839.763518860211,4936.213862741511,1178.7723464063768,1237.723484575115
298,4852.859559458802,4933.4483466550355,1183.1958117292593,1236.3586551087628
299,4857.490973764384,4927.879213682876,1292.4710225893512,1238.3938848456212
300,5186.559792421363,4937.688231220009,1121.4650728397955,1235.137867611774
